SN,GANTRY_HEIGHT,ADDRESS,CAR_PARK_NO,X_COORD,Y_COORD,CAR_PARK_TYPE
1389,4.5,BLK 82 STRATHMORE AVENUE,Q92,25236.2422,30797.7383,SURFACE CAR PARK
1390,0,BLK 93/96 HENDERSON ROAD,HE17,26561.0277,29871.6493,SURFACE CAR PARK
1391,4.5,BLK 416/418 BEDOK NORTH AVENUE 2,B11,38803.7496,34507.0389,SURFACE CAR PARK
1392,4.5,BLK 420/421 BEDOK NORTH STREET 1,B12,38523.5625,34424.8004,SURFACE CAR PARK
1393,9.99,BLK 206 HOUGANG STREET 21,HG9T,33778.1037,37858.0136,SURFACE CAR PARK
1394,0,BLK 108 HOUGANG AVENUE 1,HG96,34282.3014,37198.2092,SURFACE CAR PARK
1395,0,BLK 125/126 ANG MO KIO STREET 12,A31A,29150.6699,39318.7539,SURFACE CAR PARK
1396,4.5,BLK 120/120A/121-127 ALEXANDRA VILLAGE,AV1,24649.752,29778.7266,SURFACE CAR PARK
1397,2.15,BLK 377A BUKIT BATOK STREET 31,U63,18710.2749,37928.4781,MULTI-STOREY CAR PARK
1398,2.15,BLK 85 DAWSON ROAD,DWSV,25362.2059,30853.9755,MULTI-STOREY CAR PARK
1399,4.3,BLK 108/109 CLEMENTI STREET 11,C27,21010.3372,33832.437,SURFACE CAR PARK
1400,0,BLK 351-357 HOUGANG AVENUE 7,HG29,35318.5017,39372.252,SURFACE CAR PARK
1401,0,BLK 45 AND 50 STIRLING ROAD,Q16,24705.57,31033.88,SURFACE CAR PARK
1402,0,BLK 245/248 TAMPINES STREET 21,T25,40663.4797,37197.2727,SURFACE CAR PARK
1403,2,BLK 701A WOODLANDS DRIVE 40,W65,23844.7328,46979.1172,MULTI-STOREY CAR PARK
1404,0,BLK 753/774 YISHUN STREET 72/AVENUE 3,Y10,27995.96,45066.8145,SURFACE CAR PARK
1405,4.5,"BLK 508-517,520-533 HOUGANG AVENUE 10",HG38,34340.7388,39488.4518,SURFACE CAR PARK
1406,2.15,BLK 261A TOA PAYOH EAST,TPMR,30487.836,35103.3396,MULTI-STOREY CAR PARK
1407,2.15,BLK 476A SEGAR ROAD,BJ54,21342.9805,41219.4493,MULTI-STOREY CAR PARK
1408,2,BLK 854A JURONG WEST STREET 81,J84M,12771.2097,36650.4919,MULTI-STOREY CAR PARK
1409,2,BLK 859A JURONG WEST STREET 81,J85M,12744.1045,36899.5648,MULTI-STOREY CAR PARK
1410,2,BLK 764A JURONG WEST STREET 74,J86M,13061.8605,36897.8976,MULTI-STOREY CAR PARK
1411,2.15,BLK 455A CLEMENTI AVENUE 3,C21M,20566.6991,32662.4476,MULTI-STOREY CAR PARK
1412,1.9,BLK 109A CLEMENTI STREET 11,C22M,20991.1005,33766.9817,MULTI-STOREY CAR PARK
1413,2.15,BLK 208 CLEMENTI AVENUE 6,C28M,20070.902,33845.674,MULTI-STOREY CAR PARK
1414,2.15,BLK 416A CLEMENTI AVENUE 1,C3M,20967.8189,32458.1382,MULTI-STOREY CAR PARK
1415,0,"BLK 419, 420 AND 420A CLEMENTI AVENUE 1",C3ML,20852.22,32522.1809,SURFACE CAR PARK
1416,4.5,BLK 63/64 LORONG 5 TOA PAYOH,TP14,30124.42,35341.3,SURFACE CAR PARK
1417,0,BLK 53 TO 55 LORONG 5 TOA PAYOH,TP15,29949.23,35517.2,SURFACE CAR PARK
1418,1.9,BLK 541A CHOA CHU KANG STREET 52,CK38,18148.0534,41666.0012,MULTI-STOREY CAR PARK
1419,4.5,BLK 110/118 CLEMENTI STREET 13,C24,21096.4707,34048.6484,SURFACE CAR PARK
1420,9.99,BLK 175/183 TO 185 TOA PAYOH TOWN CENTRE,TP16,29669.0734,35049.0624,SURFACE CAR PARK
1421,0,BLK 801A TO 801C WEST COAST CRESCENT,C40L,20273.1009,31460.4731,SURFACE CAR PARK
1422,2.15,BLK 952 & 954 TAMPINES STREET 96,TM1A,39432.7734,36189.9885,MULTI-STOREY CAR PARK
1423,2.15,BLK 588 MONTREAL DRIVE,SB25,27050.5673,47980.1685,MULTI-STOREY CAR PARK
1424,4.5,BLK 262/263 SERANGOON CENTRAL,SE21,32306.5934,37281.6467,SURFACE CAR PARK
1425,2.15,BLK 550A SERANGOON NORTH AVENUE 3,SE40,32084.7485,39394.1524,MULTI-STOREY CAR PARK
1426,4.5,BLK 410 TO 417 EUNOS ROAD 5,EI3,35240.6635,33456.9535,SURFACE CAR PARK
1427,2.15,BLK 84A COMMONWEALTH CLOSE,CCM,24269.3904,31777.7395,MULTI-STOREY CAR PARK
1428,0,BLK 22 SIN MING ROAD,SM1,28668.8008,37777.1992,SURFACE CAR PARK
1429,1.9,BLK 502A CHOA CHU KANG STREET 51,CK33,17943.2973,41180.8424,MULTI-STOREY CAR PARK
1430,2.15,BLK 113 ALKAFF CRESCENT,BA4,32410.3926,35271.7364,MULTI-STOREY CAR PARK
1431,0,BLK 47/49 TANGLIN HALT ROAD,Q59,24023.14,31476.19,SURFACE CAR PARK
1432,2.15,BLK 109 BIDADARI PARK DRIVE,BA5,32375.4954,35170.051,MULTI-STOREY CAR PARK
1433,2.35,BLK 121 CANBERRA STREET,SB36,28073.8648,47675.4504,MULTI-STOREY CAR PARK
1434,2.15,BLK 129 CANBERRA STREET,SB38,27930.3532,47366.8059,MULTI-STOREY CAR PARK
1435,2.1,BLK 311 CLEMENTI AVENUE 4,CLTR,20411.5945,33513.7467,MULTI-STOREY CAR PARK
1436,2.15,BLK 441 COMMONWEALTH AVENUE WEST,CTM1,20293.6227,33003.4096,MULTI-STOREY CAR PARK
1437,0,BLK 63 SIMS PLACE,SD11,33133.8433,33184.8063,SURFACE CAR PARK
1438,2.15,BLK 199 PUNGGOL FIELD,P2,36091.6693,42442.0964,MULTI-STOREY CAR PARK
1439,2,BLK 859A WOODLANDS STREET 83,W55,23683.3329,46831.8539,MULTI-STOREY CAR PARK
1440,1.9,BLK 190 TOA PAYOH CENTRAL MSCP,TP61,29669.5764,35018.5085,MULTI-STOREY CAR PARK
1441,2.15,BLK 109 CANBERRA WALK,SB47,27602.6159,47803.8074,MULTI-STOREY CAR PARK
1442,0,BLK 206/207 ANG MO KIO STREET 22,A2,29082.59,38697.07,SURFACE CAR PARK
1443,2.15,BLK 181A JELEBU ROAD,BJ51,20226.0907,40152.4974,MULTI-STOREY CAR PARK
1444,4.5,BLK 169/177 BUKIT BATOK WEST AVENUE 8,U9,17748.6389,36445.3951,SURFACE CAR PARK
1445,1.8,BLK 118 ALJUNIED AVENUE 2,GEM,34041.285,33588.5472,MULTI-STOREY CAR PARK
1446,2.15,BLK 548 SEGAR ROAD,BJ61,20707.8422,41214.7175,MULTI-STOREY CAR PARK
1447,0,"BLK 358-360,362-363,366-367 CLEMENTI AVENUE 2",C5,20905.8297,32821.8286,SURFACE CAR PARK
1448,4.5,BLK 328-334 CLEMENTI AVENUE 2,C6,20696.2978,32975.0306,SURFACE CAR PARK
1449,4.5,BLK 349-355 CLEMENTI AVENUE 2,C7,21037.2754,33018.7828,SURFACE CAR PARK
1450,2.4,BLK 230/232/234/236/238 HOUGANG AVENUE 1,HG18,34191.1758,37792.5508,SURFACE CAR PARK
1451,2.15,BLK 256A SIMEI STREET 1,SIM5,41239.177,36075.6849,MULTI-STOREY CAR PARK
1452,4.5,BLK 414/425 BEDOK NORTH ROAD,B13,38733.3633,34652.0234,SURFACE CAR PARK
1453,4.5,BLK 221 BOON LAY PLACE,BL8L,14505.671,36484.5266,SURFACE CAR PARK
1454,0,BLK 133 ANG MO KIO STREET 12,A30A,29049.6606,39137.3556,SURFACE CAR PARK
1455,0,BLK 52 CASSIA CRESCENT,K52,33696.3242,32544.5075,SURFACE CAR PARK
1456,2.15,BLK 308 PUNGGOL WALK,PL59,35282.797,43327.1927,BASEMENT CAR PARK
1457,2.15,BLK 60A GEYLANG BAHRU,GBM,31930.2182,33890.9953,MULTI-STOREY CAR PARK
1458,4.5,BLK 27/33 TELOK BLANGAH WAY,TB6,26757.168,28492.5299,SURFACE CAR PARK
1459,4.5,BLK 219/233 PETIR ROAD,BJ4,21204.7046,39724.8735,SURFACE CAR PARK
1460,2.15,BLK 21A CHAI CHEE ROAD,B83,37899.5392,34299.8988,MULTI-STOREY CAR PARK
1461,2.15,BLK 215A BEDOK CENTRAL,B84,39227.6155,34273.0906,MULTI-STOREY CAR PARK
1462,2.5,BLK 21 TOH YI DRIVE,TY4,21172.689,35626.0278,SURFACE CAR PARK
1463,0,BLK 181 ANG MO KIO AVENUE 5,A99,28433.4999,39885.5496,SURFACE CAR PARK
1464,2,BLK 188A BUKIT BATOK WEST AVENUE 6,BBM1,18213.6562,36507.8169,MULTI-STOREY CAR PARK
1465,2,BLK 154A BUKIT BATOK WEST AVENUE 8,BBM7,18025.9428,36609.4062,MULTI-STOREY CAR PARK
1466,4.5,BLK 249/266 TAMPINES STREET 21,T26,40884.9727,37147.543,SURFACE CAR PARK
1467,4.5,BLK 4 SAGO LANE CAR PARK,SLS,29074.9041,29346.72,SURFACE CAR PARK
1468,2.15,BLK 185 RIVERVALE CRESCENT,SK24,36172.8047,41735.4985,MULTI-STOREY CAR PARK
1469,2.15,BLK 257 COMPASSVALE ROAD,SK25,35193.2717,41647.7381,MULTI-STOREY CAR PARK
1470,1.9,BLK 404A BUKIT BATOK WEST AVENUE 7,U43,18275.4565,38569.6475,MULTI-STOREY CAR PARK
1471,2.15,BLK 131A KIM TIAN ROAD,KTM3,27480.2057,29232.1227,MULTI-STOREY CAR PARK
1472,0,BLK 19/20 GHIM MOH ROAD,GM3,23051.41,32606.52,SURFACE CAR PARK
1473,9.99,BLK 21 GHIM MOH ROAD,GM5,23013.32,32520.93,SURFACE CAR PARK
1474,2.15,BLK 699D HOUGANG STREET 52,HG88,34150.9965,39781.4108,MULTI-STOREY CAR PARK
1475,0,BLK 463/466 PASIR RIS STREET 41,PR9,41926.2439,39467.9453,SURFACE CAR PARK
1476,2.15,BLK 466 SEMBAWANG DRIVE,SB30,25798.9394,48563.7941,MULTI-STOREY CAR PARK
1477,0,BLK 729/730 ANG MO KIO AVENUE 6/8,A55,29464.1325,39466.0892,SURFACE CAR PARK
1478,2.15,BLK 541A BUKIT PANJANG RING ROAD,BJ40,20163.4889,40531.4817,MULTI-STOREY CAR PARK
1479,4.5,BLK 246-256 BISHAN STREET 22,BE35,29086.8281,38164.5,SURFACE CAR PARK
1480,1.9,BLK 166 SIMEI ROAD MSCP,SIM3,41894.1857,36390.0702,MULTI-STOREY CAR PARK
1481,2.15,BLK 31A EUNOS CRESCENT,ECM,35602.0712,33584.2527,MULTI-STOREY CAR PARK
1482,0,"BLK 220A TO B, 221A TO B TENGAH GARDEN WALK",G20L,16433.9477,37883.3022,SURFACE CAR PARK
1483,4.5,BLK 531/536 PASIR RIS DRIVE 1/PASIR RIS CENTRAL,PR3,41064.8727,39231.0631,SURFACE CAR PARK
1484,0,BLK 58 DAKOTA CRESCENT,K21,34152.4219,32154.25,SURFACE CAR PARK
1485,0,BLK 49 STIRLING ROAD,Q14,24533.22,31110.95,SURFACE CAR PARK
1486,0,BLK 41/48 STIRLING ROAD,Q15,24487.19,31188.56,SURFACE CAR PARK
1487,2,BLK 675A CHOA CHU KANG CRESCENT,CK56,18357.265,42562.8339,MULTI-STOREY CAR PARK
1488,4.5,BLK 261/263 SERANGOON CENTRAL,SE22,32319.1389,37361.3217,SURFACE CAR PARK
1489,2.15,BLK 273 COMPASSVALE LINK,SK70,34835.6667,40693.9897,BASEMENT CAR PARK
1490,1.9,BLK 351A TAMPINES STREET 33,TM22,42413.1125,37152.4367,MULTI-STOREY CAR PARK
1491,2.15,BLK 11 CHAI CHEE ROAD,CC12,38194.9297,34332.7592,BASEMENT CAR PARK
1492,0,BLK 27 CHAI CHEE ROAD,CC5,38025.2345,34117.8358,SURFACE CAR PARK
1493,4.5,BLK 474-477 JURONG WEST STREET 41,J43,15975.2217,36672.4648,SURFACE CAR PARK
1494,9.99,BLK 668-680 HOUGANG AVENUE 8,HG43,33674.0721,39346.8732,SURFACE CAR PARK
1495,2.15,BLK 686 CHOA CHU KANG CRESCENT,CK61,18607.321,42882.7597,MULTI-STOREY CAR PARK
1496,0,BLK 437A NORTHSHORE DRIVE,P89L,36745.5336,44568.9948,SURFACE CAR PARK
1497,2.15,BLK 292 BUKIT BATOK EAST AVENUE 6,U59,19327.2904,36291.9827,MULTI-STOREY CAR PARK
1498,2.15,BLK 429 YISHUN AVENUE 11,Y59M,29761.9899,44890.9982,MULTI-STOREY CAR PARK
1499,5.4,BLK 12 TO 18 JOO SENG ROAD,UA5,33326.6984,35410.4255,SURFACE CAR PARK
1500,0,BLK 98/100 BEDOK NORTH AVENUE 4,B26,39910.4336,35166.7734,SURFACE CAR PARK
1501,0,BLK 23 BEDOK SOUTH AVENUE 1,B6T,39044.9784,33995.6053,SURFACE CAR PARK
1502,1.9,BLK 231A PASIR RIS DRIVE 4,PM4,42258.6513,39567.5489,MULTI-STOREY CAR PARK
1503,4.5,BLK 91-96/98/100 LORONG 3 TOA PAYOH,TP8,29684.0801,35728.6552,SURFACE CAR PARK
1504,4.5,BLK 18 & 19 TELOK BLANGAH CRESCENT,TB4A,26789.3262,28899.8419,SURFACE CAR PARK
1505,0,BLK 440 PASIR RIS DRIVE 4,PLB1,41971.3984,39012.3008,SURFACE CAR PARK
1506,9.99,BLK 520/534/529 ANG MO KIO AVENUE 5/10,A61,30096.82,39574.31,SURFACE CAR PARK
1507,5.4,BLK 501/513/508 ANG MO KIO STREET 52/53,A63,29789.5613,39690.0448,SURFACE CAR PARK
1508,0,BLK 201/202 ANG MO KIO STREET 22,A10,29247.03,38962,SURFACE CAR PARK
1509,1.9,BLK 505 BISHAN STREET 11,BE20,29707.8648,36779.0905,MULTI-STOREY CAR PARK
1510,3.8,BLK 349-359 YISHUN RING ROAD,Y46,29384.9686,45314.782,SURFACE CAR PARK
1511,4.5,BLK 360-367 YISHUN RING ROAD,Y47,29361.3242,45648.9258,SURFACE CAR PARK
1512,4.5,BLK 643-646/649-662/665-667 HOUGANG AVENUE 8,HG42,33575.4429,39573.3197,SURFACE CAR PARK
1513,0,BLK 668 CHANDER ROAD,BKE9,30019.3942,32184.232,SURFACE CAR PARK
1514,2,BLK 747A PASIR RIS STREET 71,PM41,39214.3187,40090.5883,MULTI-STOREY CAR PARK
1515,2.15,BLK 118 RIVERVALE DR,PDS1,35624.873,40823.859,SURFACE/MULTI-STOREY CAR PARK
1516,2.15,BLK 361 SEMBAWANG CRESCENT,SB41,25822.6138,47537.0937,MULTI-STOREY CAR PARK
1517,4.5,BLK 201/203 BEDOK NORTH STREET 1,B8,38567.8313,34234.9589,SURFACE CAR PARK
1518,0,BLK 116 BUKIT MERAH VIEW,HE24,26627.4121,29677.5937,SURFACE CAR PARK
1519,0,BLK 10-11 JALAN BATU,JB2,33528.7279,31552.9403,SURFACE CAR PARK
1520,4.5,BLK 177/182 ANG MO KIO AVENUE 4,A75,28597.1669,39798.961,SURFACE CAR PARK
1521,9.99,BLK 150/156 ANG MO KIO AVENUE 5,A77,28741.1744,39815.655,SURFACE CAR PARK
1522,4.5,BLK 157/163 ANG MO KIO AVENUE 4,A78,28564.0295,39632.2729,SURFACE CAR PARK
1523,0,BLK 421/428 CHOA CHU KANG AVENUE 4,CK17,17691.7227,40448.332,SURFACE CAR PARK
1524,5.4,BLK 401-408 FAJAR ROAD,BJ18,20743.2768,40326.2581,SURFACE CAR PARK
1525,4.5,BLK 115/116 BUKIT MERAH CENTRAL,BM27,25937.1387,29610.3105,SURFACE CAR PARK
1526,2.15,BLK 180 RIVERVALE CRESCENT,SK84,36538.8836,41313.482,MULTI-STOREY CAR PARK
1527,4.5,BLK 426/428 CLEMENTI AVENUE 3,C18,20215.8784,32729.9597,SURFACE CAR PARK
1528,0,BLK 426/427 CLEMENTI AVENUE 3,C18A,20306.3068,32672.9468,SURFACE CAR PARK
1529,2.15,BLK 445 CLEMENTI AVENUE 3,C19M,20269.322,32850.6337,MULTI-STOREY CAR PARK
1530,4.5,BLK 540/546 ANG MO KIO STREET 54,A60,30514.5273,39606.8281,SURFACE CAR PARK
1531,4,BLK 632/644 BUKIT BATOK CENTRAL,U41,18955.5289,36844.8175,SURFACE CAR PARK
1532,4.5,BLK 801-810 WOODLANDS STREET 81,W36,22780.8105,47005.8672,SURFACE CAR PARK
1533,4.5,BLK 747/752 YISHUN STREET 72,Y9,28077.2305,45507.8047,SURFACE CAR PARK
1534,4.5,BLK 124/127 TAMPINES STREET 11,T4,40964.6909,36395.5354,SURFACE CAR PARK
1535,2.15,BLK 717C WOODLANDS DRIVE 70,W717,24141.7435,46956.0986,MULTI-STOREY CAR PARK
1536,2.15,BLK 661A WOODLANDS RING ROAD,W89,24131.2685,46393.746,MULTI-STOREY CAR PARK
1537,1.8,BLK 882A TAMPINES STREET 83,T49A,39139.9893,37058.3736,MULTI-STOREY CAR PARK
1538,2.15,BLK 714A BEDOK RESERVOIR ROAD,B97,38037.1417,35371.0192,MULTI-STOREY CAR PARK
1539,4.5,BLK 342-352 UBI AVENUE 1,KU4,35426.6861,34198.7233,SURFACE CAR PARK
1540,0,BLK 354/357-370 BUKIT BATOK STREET 31,U26,18742.24,38064.66,SURFACE CAR PARK
1541,9.99,BLK 371-373 BUKIT BATOK STREET 31,U27,18846.1378,37962.5676,SURFACE CAR PARK
1542,0,BLK 121 TO 133 POTONG PASIR AVENUE 1,PP4,31650.3687,35213.5248,SURFACE CAR PARK
1543,2.15,BLK 807 CHAI CHEE ROAD,B99M,37954.0727,34412.5835,MULTI-STOREY CAR PARK
1544,2.15,BLK 402 NORTHSHORE DRIVE,PL85,35458.3738,44025.7231,MULTI-STOREY CAR PARK
1545,2.15,BLK 439 SENGKANG WEST AVENUE,SK74,32927.5192,41564.4693,MULTI-STOREY CAR PARK
1546,0,BLK 2 BALESTIER ROAD,BH2,29050.8796,34252.9453,SURFACE CAR PARK
1547,2.15,BLK 933 HOUGANG AVENUE 9,HG2B,33468.3697,39724.6803,MULTI-STOREY CAR PARK
1548,2.2,BLK 101 BIDADARI PARK DRIVE,BA3,32229.3617,35383.6726,MULTI-STOREY CAR PARK
1549,2,BLK 762A JURONG WEST ST 75,PDJ7,12930.5286,36787.2543,SURFACE/MULTI-STOREY CAR PARK
1550,2.15,BLK 31A MARGARET DRIVE,DSR1,24685.6441,31202.2045,MULTI-STOREY CAR PARK
1551,4.5,BLKS 168-180 BISHAN STREET 13,BE10,30223.1994,36651.8815,SURFACE CAR PARK
1552,4.5,BLK 420-426 FAJAR ROAD,BJ20,20929.1589,40888.8561,SURFACE CAR PARK
1553,2.15,BLK 673 JURONG WEST STREET 65,JM25,13232.9976,36272.1883,MULTI-STOREY CAR PARK
1554,2.15,BLK 714A WOODLANDS DRIVE 70,W67,24188.1546,47019.5375,MULTI-STOREY CAR PARK
1555,2.15,BLK 718A WOODLANDS AVENUE 6,W68,24350.2675,47010.7245,MULTI-STOREY CAR PARK
1556,2.15,BLK 96 HENDERSON ROAD,HRM,26668.6582,29993.0383,MULTI-STOREY CAR PARK
1557,0,BLK 650 ANG MO KIO STREET 61,A100,29033.1895,39996.3712,SURFACE CAR PARK
1558,2,BLK 566A HOUGANG STREET 51,HG62,34147.6282,40310.4206,MULTI-STOREY CAR PARK
1559,1.9,BLK 263A BISHAN STREET 22,BE39,28962.9515,37918.5499,MULTI-STOREY CAR PARK
1560,9.99,BLK 543/551 JURONG WEST STREET 42,J36,14883.267,37142.1353,SURFACE CAR PARK
1561,0,BLK 33 TO 38 LIM LIAK STREET,TE26,27725.5076,29745.9783,SURFACE CAR PARK
1562,4.5,BLK 461/471 TAMPINES STREET 44,T80,41494.2122,37985.4918,SURFACE CAR PARK
1563,2.15,BLK 629A SENJA ROAD,BJ56,19723.7125,40870.4549,MULTI-STOREY CAR PARK
1564,2.15,BLK 113 MCNAIR ROAD,MNM,30951.0578,33699.6625,MULTI-STOREY CAR PARK
1565,2.15,BLK 320 SHUNFU ROAD,SH2,28406.2288,37118.966,MULTI-STOREY CAR PARK
1566,2.15,BLK 656A WOODLANDS RING ROAD,W88,24149.2668,46546.1362,MULTI-STOREY CAR PARK
1567,1.98,BLK 8A JALAN KUKOH MSCP,JKM,28629.3066,29963.8422,MULTI-STOREY CAR PARK
1568,2.1,BLK 20 LORONG 3 GEYLANG,KBRM,32562.6638,32889.7832,MULTI-STOREY CAR PARK
1569,0,BLK 84 BEDOK NORTH STREET 4,B24A,39829.8122,34830.0817,SURFACE CAR PARK
1570,0,BLK 228-239 CHOA CHU KANG CENTRAL,CK9A,18449.8356,40217.8144,SURFACE CAR PARK
1571,4.5,BLK 19/23A/23B QUEENS CLOSE,Q8,24244.0036,30732.3137,SURFACE CAR PARK
1572,2.4,BLK 302A WOODLANDS STREET 31,W108,21543.8287,45922.7283,SURFACE CAR PARK
1573,5.4,BLK 546-555 HOUGANG STREET 51,HG51,34320.5249,40069.8193,SURFACE CAR PARK
1574,2,BLK 762A CHOA CHU KANG NORTH 5,CK44,18631.6662,41611.081,MULTI-STOREY CAR PARK
1575,2.15,"BLK 2 KPRM, KEMPAS ROAD",KPRM,30966.1462,33233.3449,MULTI-STOREY CAR PARK
1576,2.15,BLK 960 TAMPINES STREET 96,NT15,39557.7381,35767.5793,MULTI-STOREY CAR PARK
1577,2.15,BLK 766A WOODLANDS CIRCLE,W103,23995.6932,47488.7994,MULTI-STOREY CAR PARK
1578,4.5,BLK 43/45 CHAI CHEE STREET,CC10,38267.4015,34545.0259,SURFACE CAR PARK
1579,2.15,BLK 5 UPPER BOON KENG ROAD,UBM1,32374.0247,32770.798,MULTI-STOREY CAR PARK
1580,0,BLK 69 MOULMEIN ROAD,BR9,29939.1769,33469.7037,SURFACE CAR PARK
1581,2.15,BLK 588 ANG MO KIO STREET 52,AM46,30234.4145,39354.0323,MULTI-STOREY CAR PARK
1582,1.7,BLK 507 TAMPINES CENTRAL 1,TAM1,40534.8059,37474.7126,MULTI-STOREY CAR PARK
1583,1.9,BLK 180A PASIR RIS STREET 11,PM14,42109.8791,38528.4122,MULTI-STOREY CAR PARK
1584,0,BLK 462/463 ANG MO KIO STREET 44,A87,30733.8638,38762.2439,SURFACE CAR PARK
1585,0,BLK 348 ANG MO KIO AVENUE 3,A88,29552.24,38701.9,SURFACE CAR PARK
1586,0,BLK 101/102 ANG MO KIO STREET 11,A89,28673.21,39163.93,SURFACE CAR PARK
1587,0,BEDOK CENTRAL,B7B,39298.3108,34305.7565,SURFACE CAR PARK
1588,2.15,BLK 301 ANCHORVALE DRIVE,SK36,34479.4144,41197.9512,MULTI-STOREY CAR PARK
1589,4.5,"BLK 36-44, 60 BEDOK SOUTH ROAD",B19,39979.5352,33797.4766,SURFACE CAR PARK
1590,2.15,BLK 120 CANBERRA CRESCENT,SB35,27808.9467,47485.5107,MULTI-STOREY CAR PARK
1591,4.5,BLK 212/230 BUKIT BATOK STREET 21,U13,19086.17,36658.92,SURFACE CAR PARK
1592,2.15,BLK 435 NORTHSHORE DRIVE,PL89,36642.0912,44523.7985,MULTI-STOREY CAR PARK
1593,0,BLK 168A QUEENSWAY,Q4,24726.8911,30124.9522,SURFACE CAR PARK
1594,2.15,BLK 633A WOODLANDS RING ROAD,W92,24520.8714,46439.9443,MULTI-STOREY CAR PARK
1595,0,BLK 344 WOODLANDS STREET 32,W23T,22109.3581,45893.4989,SURFACE CAR PARK
1596,4.5,BLK 307-320 WOODLANDS AVENUE 1,W25,21642.9242,45782.9456,SURFACE CAR PARK
1597,2,BLK 93A JALAN DUA,KM2,34056.2683,32342.8113,MULTI-STOREY CAR PARK
1598,4.5,BLK 158-161/163/168-174 LORONG 1 TOA PAYOH,TP20,29242.9935,34803.2161,SURFACE CAR PARK
1599,2.15,BLK 525A JELAPANG ROAD,BJ36,20434.7146,40912.3617,MULTI-STOREY CAR PARK
1600,2.15,BLK 529A JELAPANG ROAD,BJ37,20361.9478,40819.6691,MULTI-STOREY CAR PARK
1601,2.15,BLK 613C BEDOK RESERVOIR ROAD,B75,37379.8318,35029.8453,MULTI-STOREY CAR PARK
1602,0,BLK 302/348 ANG MO KIO STREET 31,AK31,29482.029,38684.1754,SURFACE CAR PARK
1603,1.9,BLKS 167-169 JALAN BUKIT MERAH,BM33,26367.6248,29465.267,MULTI-STOREY CAR PARK
1604,0,"BLK 113,115,117,118,120,121 SERANGOON NORTH AVENUE 1",SE4T,32081.2625,38854.7014,SURFACE CAR PARK
1605,0,BLK 118 ALJUNIED AVENUE 2,GEML,34068.7879,33577.593,SURFACE CAR PARK
1606,2.15,BLK 445A CHOA CHU KANG AVENUE 4,CKM3,17241.061,40350.4217,MULTI-STOREY CAR PARK
1607,2.15,BLK 474A CHOA CHU KANG AVENUE 3,CKM4,17384.4024,40068.5078,MULTI-STOREY CAR PARK
1608,2.15,BLK 450A CHOA CHU KANG AVENUE 4,CKM5,17135.7982,40142.8636,MULTI-STOREY CAR PARK
1609,2.15,BLK 267 PUNGGOL FIELD,PL39,35192.9049,42872.8244,MULTI-STOREY CAR PARK
1610,2.15,BLK 462A CHOA CHU KANG AVENUE 4,CKM6,17141.5616,39946.6052,MULTI-STOREY CAR PARK
1611,0,BLK 113/114 LORONG 3 GEYLANG,SD10,32536.1875,32664.7148,SURFACE CAR PARK
1612,2,BLK 533A CHOA CHU KANG ST 51,PDC5,17989.9222,41499.0296,SURFACE/MULTI-STOREY CAR PARK
1613,2.15,BLK 256 SUMANG WALK,PL62,34923.1009,43042.4085,MULTI-STOREY CAR PARK
1614,1.9,BLK 108 SPOTTISWOODE PARK MSCP,SPM,28257.4232,28489.7651,MULTI-STOREY CAR PARK
1615,0,SENGKANG EAST WAY,S30L,34845.4319,41829.1525,SURFACE CAR PARK
1616,4.5,"BLK 145-150A, 151 BISHAN STREET 11",BE8,30447.9395,36286.4727,SURFACE CAR PARK
1617,1.9,BLK 264 SERANGOON CENTRAL,SE20,32315.8014,37076.1308,MULTI-STOREY CAR PARK
1618,5,BLK 247-254 HOUGANG AVENUE 3,HG24,34496.2494,37985.1602,SURFACE CAR PARK
1619,4.5,BLK 101/109 BUKIT PURMEI ROAD,BP1,27059.7441,28364.7207,SURFACE CAR PARK
1620,4.5,BLK 865/874A TAMPINES STREET 83/84,T48,39076.7194,37331.671,SURFACE CAR PARK
1621,4.5,BLK 409/413 CHOA CHU KANG AVENUE 3,CK12,17816.8828,40361.3125,SURFACE CAR PARK
1622,2.15,BLK 31A CIRCUIT ROAD,MM4,33807.9172,34598.3392,MULTI-STOREY CAR PARK
1623,2.15,BLK 76 CIRCUIT ROAD,MM7,34296.3215,34188.8298,MULTI-STOREY CAR PARK
1624,0,BLK 76A CIRCUIT ROAD,MM7L,34178.4766,34165.8832,SURFACE CAR PARK
1625,4.5,BLK 37 CIRCUIT ROAD,M16,33917.1152,34519.5107,SURFACE CAR PARK
1626,4.5,BLK 19 TO 21/23/24/30/32 BALAM ROAD,M3,33962.7323,34675.6377,SURFACE CAR PARK
1627,0,BLK 43 CIRCUIT ROAD,M36,33796.2186,34304.2656,SURFACE CAR PARK
1628,2.15,BLK 228D COMPASSVALE WALK,SK13,35503.532,41122.8627,MULTI-STOREY CAR PARK
1629,2.5,"BLK 804/805, 809 MAUDE ROAD",MR5,31057.5078,32274.7238,SURFACE CAR PARK
1630,0,BLK 659 PUNGGOL EAST,P77L,37568.3243,42442.9721,SURFACE CAR PARK
1631,1.8,BLK 848A YISHUN STREET 81,Y30M,28270.7412,44261.2589,MULTI-STOREY CAR PARK
1632,4.5,BLK 624A JURONG WEST STREET 61,JS3L,13008.3628,35980.6896,SURFACE CAR PARK
